Crime_ID,Date,Time,Crime_Type,Location,Latitude,Longitude,Day_of_Week,Weather_Condition,Temperature,Offender_Age,Offender_Gender,Victim_Age,Victim_Gender,Crime_Outcome
651,19-08-2023,23:35,Homicide,Highway,38.472402,-96.75961,Saturday,Snowy,5,20,Female,16,Female,Arrested
652,01-06-2022,01:58,Theft,Residential Area,37.925302,-76.949019,Wednesday,Cloudy,-3,25,Female,33,Male,Under Investigation
653,28-08-2022,18:58,Theft,Mall,34.167355,-79.002126,Sunday,Rainy,14.6,32,Female,44,Female,Under Investigation
654,16-11-2023,21:20,Assault,Highway,34.022287,-101.184468,Thursday,Foggy,19.6,52,Male,25,Male,Arrested
655,04-04-2023,00:14,Vandalism,Residential Area,39.391062,-114.909675,Tuesday,Foggy,29,51,Female,18,Male,Arrested
656,10-10-2022,20:51,Robbery,Park,35.524685,-81.064432,Monday,Snowy,1.7,44,Female,36,Male,Unsolved
657,23-01-2023,21:58,Burglary,Downtown,37.004979,-80.449687,Monday,Foggy,3.8,47,Male,54,Male,Unsolved
658,13-08-2023,08:09,Assault,Industrial Zone,35.108863,-93.717245,Sunday,Foggy,-2.1,27,Female,23,Female,Arrested
659,29-09-2022,11:56,Theft,Highway,37.765293,-87.194566,Thursday,Foggy,26.1,29,Male,21,Male,Arrested
660,06-04-2023,08:02,Drug Offense,Suburb,35.820326,-107.509969,Thursday,Rainy,19.6,23,Male,39,Male,Arrested
661,09-12-2023,20:51,Vandalism,Mall,35.857084,-77.882838,Saturday,Rainy,28.9,26,Female,50,Male,Arrested
662,15-06-2022,03:04,Vandalism,Downtown,38.167248,-90.107894,Wednesday,Clear,21.6,47,Female,76,Female,Arrested
663,13-02-2023,13:21,Burglary,Downtown,36.282336,-105.673776,Monday,Cloudy,26.7,35,Male,69,Male,Arrested
664,24-10-2023,00:29,Robbery,Downtown,35.367525,-115.136234,Tuesday,Rainy,33,24,Female,78,Male,Unsolved
665,12-11-2023,02:21,Theft,Industrial Zone,36.725621,-111.642873,Sunday,Clear,32.6,19,Male,13,Male,Under Investigation
666,29-12-2022,00:03,Drug Offense,Residential Area,38.068025,-101.395204,Thursday,Snowy,20.3,28,Female,50,Female,Unsolved
667,01-03-2023,16:34,Assault,Residential Area,34.908918,-100.872094,Wednesday,Clear,-3.3,60,Male,63,Female,Under Investigation
668,01-02-2022,12:41,Drug Offense,Highway,35.477033,-117.484289,Tuesday,Clear,5.3,58,Male,23,Female,Under Investigation
669,29-05-2022,02:56,Burglary,Highway,37.322209,-79.64411,Sunday,Cloudy,21.5,33,Female,42,Female,Unsolved
670,05-01-2023,06:28,Vandalism,Residential Area,37.666817,-107.414355,Thursday,Rainy,8.3,60,Female,72,Female,Arrested
671,01-03-2022,10:43,Vandalism,Suburb,37.415359,-82.124339,Tuesday,Rainy,18.3,29,Female,18,Male,Under Investigation
672,10-10-2023,08:02,Fraud,Highway,34.594678,-111.391816,Tuesday,Rainy,25.9,52,Male,31,Female,Under Investigation
673,16-09-2022,22:05,Fraud,Residential Area,35.595766,-105.658065,Friday,Cloudy,21.6,57,Female,60,Male,Arrested
674,21-12-2023,12:56,Vandalism,Industrial Zone,35.544565,-78.249259,Thursday,Clear,29.8,31,Male,46,Male,Arrested
675,19-02-2022,14:55,Assault,Industrial Zone,35.552734,-79.5588,Saturday,Cloudy,2.1,54,Female,69,Female,Arrested
676,09-12-2022,04:27,Vandalism,Industrial Zone,36.376347,-83.545268,Friday,Foggy,3.5,28,Female,78,Female,Under Investigation
677,18-01-2022,10:36,Theft,Park,37.564082,-106.995132,Tuesday,Rainy,10.6,57,Female,23,Male,Under Investigation
678,09-05-2023,22:58,Robbery,Residential Area,39.633628,-85.583964,Tuesday,Foggy,-1.9,33,Male,48,Female,Arrested
679,30-08-2023,02:31,Theft,Suburb,36.174064,-96.088313,Wednesday,Clear,15.7,47,Male,67,Female,Arrested
680,14-12-2023,22:36,Drug Offense,Mall,34.257783,-115.874934,Thursday,Snowy,16.3,53,Male,50,Female,Under Investigation
681,10-06-2022,18:50,Vandalism,Suburb,35.294284,-117.953959,Friday,Foggy,16.1,41,Male,52,Female,Unsolved
682,18-04-2022,19:47,Drug Offense,Highway,35.893408,-89.482827,Monday,Snowy,18.7,31,Male,22,Female,Arrested
683,05-02-2022,04:11,Assault,Industrial Zone,34.901493,-94.763195,Saturday,Cloudy,17.1,31,Male,60,Male,Under Investigation
684,24-09-2023,02:20,Fraud,Mall,34.03233,-93.225572,Sunday,Cloudy,20.9,23,Male,38,Female,Under Investigation
685,09-08-2023,21:33,Homicide,Industrial Zone,38.633247,-105.19347,Wednesday,Snowy,14.7,54,Male,21,Male,Under Investigation
686,30-08-2022,19:41,Drug Offense,Residential Area,38.592968,-116.222308,Tuesday,Foggy,11.8,48,Male,39,Female,Under Investigation
687,15-03-2023,10:17,Fraud,Highway,38.145688,-80.604098,Wednesday,Snowy,24.5,49,Female,29,Male,Unsolved
688,25-11-2022,20:01,Vandalism,Suburb,35.430346,-108.939513,Friday,Rainy,-4.9,49,Female,77,Male,Unsolved
689,27-02-2022,00:39,Assault,Residential Area,36.078854,-96.743754,Sunday,Snowy,34,21,Female,48,Male,Arrested
690,15-10-2023,14:11,Burglary,Suburb,36.917235,-109.635255,Sunday,Clear,3,48,Female,64,Male,Under Investigation
691,04-09-2022,12:48,Homicide,Residential Area,34.52218,-103.427902,Sunday,Foggy,17.6,47,Female,30,Female,Arrested
692,10-10-2022,13:40,Burglary,Industrial Zone,36.68909,-104.834283,Monday,Clear,29.7,21,Male,57,Male,Unsolved
693,21-06-2022,08:25,Theft,Industrial Zone,35.933635,-114.429254,Tuesday,Cloudy,4.9,40,Male,53,Female,Arrested
694,06-07-2023,21:53,Homicide,Industrial Zone,36.85909,-75.974125,Thursday,Rainy,6.8,30,Female,51,Female,Unsolved
695,20-12-2023,20:49,Drug Offense,Mall,38.668595,-115.611093,Wednesday,Rainy,5.8,23,Female,67,Female,Under Investigation
696,17-07-2022,15:01,Vandalism,Mall,37.784699,-110.964255,Sunday,Clear,16.9,47,Female,72,Female,Under Investigation
697,25-07-2022,08:32,Vandalism,Suburb,36.52521,-106.433039,Monday,Rainy,-3.7,31,Male,44,Male,Unsolved
698,20-01-2022,13:44,Theft,Downtown,37.412598,-96.466166,Thursday,Snowy,5.3,48,Male,12,Male,Under Investigation
699,11-10-2022,15:26,Homicide,Highway,38.29667,-105.298549,Tuesday,Clear,24.1,55,Female,40,Male,Under Investigation
700,21-05-2022,21:55,Burglary,Industrial Zone,36.332669,-108.926333,Saturday,Rainy,1.9,39,Female,35,Female,Under Investigation
701,27-12-2022,08:31,Burglary,Residential Area,36.472218,-100.343343,Tuesday,Foggy,10.8,57,Male,28,Female,Unsolved
702,14-10-2023,19:45,Drug Offense,Mall,36.806245,-116.457958,Saturday,Clear,31.6,20,Female,22,Female,Arrested
703,17-12-2022,10:02,Theft,Highway,39.907774,-102.359733,Saturday,Snowy,27.9,57,Female,51,Male,Under Investigation
704,21-12-2022,12:09,Burglary,Residential Area,37.181781,-113.872224,Wednesday,Cloudy,14.2,17,Male,49,Female,Unsolved
705,01-08-2022,16:15,Burglary,Highway,37.304751,-77.620179,Monday,Snowy,33.6,38,Female,54,Female,Under Investigation
706,14-05-2023,21:56,Assault,Residential Area,34.427216,-87.897025,Sunday,Rainy,6.7,24,Female,77,Male,Under Investigation
707,30-08-2023,16:58,Homicide,Park,35.455771,-76.172893,Wednesday,Snowy,19.3,59,Female,68,Male,Arrested
708,10-06-2023,23:34,Assault,Mall,36.801723,-95.243787,Saturday,Foggy,19.9,53,Male,22,Male,Unsolved
709,11-07-2023,04:03,Vandalism,Residential Area,38.414844,-89.260893,Tuesday,Cloudy,4.4,56,Female,48,Male,Unsolved
710,30-08-2022,12:36,Vandalism,Mall,36.199216,-93.214228,Tuesday,Snowy,17.3,18,Female,78,Male,Under Investigation
711,25-05-2023,08:17,Theft,Residential Area,34.254088,-107.511344,Thursday,Rainy,17.1,24,Male,14,Male,Under Investigation
712,23-06-2022,03:19,Theft,Park,34.272591,-83.22961,Thursday,Snowy,7.3,39,Male,80,Female,Unsolved
713,23-12-2023,13:28,Vandalism,Highway,38.222304,-80.613647,Saturday,Snowy,14.7,52,Male,37,Female,Under Investigation
714,06-02-2023,08:39,Burglary,Residential Area,34.030559,-87.901623,Monday,Clear,26,24,Male,72,Female,Arrested
715,17-03-2022,08:58,Robbery,Downtown,39.613549,-108.085506,Thursday,Snowy,13.1,39,Female,20,Female,Under Investigation
716,11-07-2022,14:29,Theft,Industrial Zone,35.431174,-99.509515,Monday,Rainy,3.4,40,Female,10,Male,Unsolved
717,02-12-2022,04:57,Vandalism,Downtown,35.821403,-87.677487,Friday,Snowy,17.8,17,Male,65,Male,Arrested
718,30-05-2022,23:38,Assault,Industrial Zone,34.950715,-79.396789,Monday,Snowy,22.8,40,Male,73,Male,Arrested
719,22-05-2022,01:05,Homicide,Downtown,39.717159,-96.518947,Sunday,Cloudy,-4.8,39,Male,71,Female,Under Investigation
720,18-03-2022,17:40,Assault,Park,34.659103,-76.108473,Friday,Clear,32.9,37,Male,26,Female,Unsolved
721,12-11-2023,13:24,Homicide,Mall,39.944169,-114.128499,Sunday,Cloudy,25.7,40,Male,62,Male,Arrested
722,04-12-2023,00:04,Assault,Industrial Zone,39.318543,-105.716047,Monday,Rainy,25.3,18,Female,51,Female,Under Investigation
723,12-02-2023,02:32,Fraud,Suburb,35.830025,-93.243998,Sunday,Rainy,20.8,59,Female,39,Female,Arrested
724,17-08-2023,09:13,Vandalism,Industrial Zone,35.747851,-101.058535,Thursday,Cloudy,31,49,Female,39,Male,Under Investigation
725,03-05-2023,14:30,Assault,Downtown,37.569767,-82.581832,Wednesday,Clear,12.8,46,Male,33,Female,Unsolved
726,20-01-2023,15:59,Assault,Downtown,37.622425,-92.053914,Friday,Rainy,24.2,46,Male,35,Female,Arrested
727,11-12-2023,00:28,Robbery,Residential Area,38.551133,-103.430779,Monday,Snowy,22,22,Male,15,Female,Unsolved
728,12-04-2023,19:26,Drug Offense,Highway,39.011326,-77.091376,Wednesday,Clear,33.7,27,Female,69,Male,Arrested
729,08-06-2023,07:33,Burglary,Highway,35.095579,-77.934149,Thursday,Snowy,8.7,39,Male,64,Female,Arrested
730,22-06-2023,05:41,Burglary,Residential Area,35.16175,-90.045616,Thursday,Rainy,16.8,28,Male,32,Male,Under Investigation
731,22-02-2022,05:11,Vandalism,Mall,35.275155,-91.141901,Tuesday,Clear,16.9,42,Female,51,Male,Unsolved
732,05-12-2022,23:54,Robbery,Residential Area,37.12318,-85.250688,Monday,Snowy,8,32,Male,71,Male,Under Investigation
733,31-12-2022,05:57,Homicide,Residential Area,36.589229,-85.491676,Saturday,Rainy,22.9,58,Male,42,Male,Arrested
734,21-06-2023,20:05,Theft,Suburb,38.55092,-81.61307,Wednesday,Foggy,33.5,20,Female,12,Male,Arrested
735,20-04-2023,20:31,Burglary,Downtown,36.395229,-115.880815,Thursday,Snowy,2.9,41,Male,56,Male,Arrested
736,08-03-2022,14:09,Homicide,Suburb,37.543935,-103.089758,Tuesday,Snowy,4.3,47,Female,10,Male,Unsolved
737,29-10-2023,10:53,Vandalism,Suburb,35.463434,-87.294306,Sunday,Rainy,10.2,16,Female,56,Female,Unsolved
738,28-04-2023,10:43,Vandalism,Downtown,39.622525,-106.385322,Friday,Snowy,27.3,22,Male,33,Male,Under Investigation
739,12-10-2023,02:39,Vandalism,Mall,37.079384,-101.287324,Thursday,Clear,1.6,41,Male,48,Male,Unsolved
740,13-03-2023,10:23,Homicide,Residential Area,39.261664,-82.603781,Monday,Snowy,3.7,51,Male,71,Male,Unsolved
741,05-02-2023,02:18,Theft,Residential Area,34.958367,-89.554858,Sunday,Snowy,20.5,25,Female,16,Female,Unsolved
742,10-12-2023,22:46,Fraud,Residential Area,34.690863,-78.164595,Sunday,Foggy,2.2,26,Male,73,Male,Arrested
743,13-10-2023,14:46,Theft,Highway,37.703609,-104.842651,Friday,Cloudy,10.9,55,Male,44,Male,Under Investigation
744,24-09-2022,21:05,Fraud,Downtown,37.055058,-79.961258,Saturday,Clear,9.8,21,Female,65,Female,Arrested
745,03-05-2022,05:54,Fraud,Downtown,39.329204,-102.87585,Tuesday,Cloudy,18.6,24,Female,74,Female,Arrested
746,17-06-2023,05:51,Theft,Downtown,39.191956,-100.678958,Saturday,Snowy,-2.8,39,Female,77,Female,Arrested
747,05-05-2022,13:42,Robbery,Residential Area,34.904685,-91.0604,Thursday,Snowy,0.7,59,Male,31,Male,Unsolved
748,28-12-2023,05:34,Vandalism,Suburb,36.645592,-101.155449,Thursday,Foggy,5.6,38,Female,48,Female,Arrested
749,15-08-2023,11:24,Homicide,Park,34.649834,-114.351118,Tuesday,Snowy,12.3,24,Male,40,Male,Arrested
750,08-10-2022,02:13,Drug Offense,Industrial Zone,35.65628,-117.692247,Saturday,Foggy,15.5,29,Male,65,Male,Arrested
751,09-03-2022,11:35,Fraud,Suburb,39.1025,-101.525298,Wednesday,Rainy,30.2,16,Male,61,Male,Arrested
752,08-07-2022,12:58,Drug Offense,Mall,38.531345,-87.934216,Friday,Cloudy,13.8,31,Female,74,Female,Under Investigation
753,20-11-2022,07:13,Homicide,Industrial Zone,37.375586,-77.218622,Sunday,Cloudy,30.6,28,Female,38,Female,Arrested
754,26-10-2023,23:00,Fraud,Downtown,38.244,-88.970318,Thursday,Snowy,4,58,Female,74,Male,Under Investigation
755,24-06-2022,15:56,Fraud,Highway,36.696097,-98.296071,Friday,Foggy,3.9,21,Female,41,Female,Arrested
756,01-02-2023,13:42,Fraud,Residential Area,38.987774,-99.663632,Wednesday,Snowy,-0.4,27,Female,55,Female,Unsolved
757,23-07-2022,22:55,Fraud,Industrial Zone,39.584152,-83.933105,Saturday,Rainy,21.1,25,Female,72,Female,Unsolved
758,18-07-2023,11:50,Assault,Highway,36.041258,-116.524376,Tuesday,Snowy,-4.4,60,Male,13,Female,Unsolved
759,06-12-2023,11:53,Burglary,Suburb,34.015339,-108.324474,Wednesday,Rainy,3.7,45,Female,61,Female,Under Investigation
760,22-07-2022,01:51,Homicide,Mall,35.52298,-91.984621,Friday,Rainy,24.8,27,Male,43,Male,Arrested
761,10-02-2023,07:17,Robbery,Highway,36.195088,-116.146872,Friday,Cloudy,24.3,36,Female,66,Male,Under Investigation
762,05-01-2022,19:04,Homicide,Suburb,39.904735,-108.989228,Wednesday,Rainy,32.9,60,Male,65,Male,Unsolved
763,16-10-2023,02:10,Drug Offense,Downtown,36.561402,-81.604319,Monday,Clear,8.7,45,Male,43,Male,Unsolved
764,13-02-2023,15:10,Burglary,Industrial Zone,39.4291,-116.623878,Monday,Snowy,-2.6,50,Male,15,Male,Arrested
765,07-01-2022,14:53,Fraud,Mall,36.092474,-100.586067,Friday,Snowy,-3.2,26,Female,52,Male,Unsolved
766,21-08-2022,11:55,Robbery,Downtown,37.375605,-110.468443,Sunday,Snowy,25,37,Female,77,Male,Unsolved
767,31-10-2022,10:57,Drug Offense,Suburb,35.484473,-97.252133,Monday,Snowy,26.7,32,Male,10,Male,Under Investigation
768,30-11-2022,01:15,Robbery,Highway,38.717684,-76.589184,Wednesday,Rainy,32.4,59,Female,33,Female,Unsolved
769,25-08-2022,17:49,Robbery,Mall,36.384714,-107.959448,Thursday,Rainy,15.9,34,Male,11,Male,Under Investigation
770,27-01-2022,19:07,Robbery,Park,36.023791,-93.473491,Thursday,Clear,24,43,Male,21,Male,Unsolved
771,17-08-2022,06:49,Robbery,Industrial Zone,37.849504,-79.958426,Wednesday,Cloudy,22.8,52,Male,16,Female,Arrested
772,11-08-2022,15:12,Drug Offense,Suburb,39.641022,-75.695034,Thursday,Foggy,14.2,34,Female,43,Male,Unsolved
773,19-04-2022,09:17,Robbery,Mall,38.389582,-89.457596,Tuesday,Rainy,32.6,18,Female,38,Female,Arrested
774,15-07-2023,03:38,Homicide,Park,38.952315,-104.862518,Saturday,Snowy,30.4,46,Male,42,Female,Under Investigation
775,14-01-2023,09:57,Drug Offense,Downtown,35.031807,-102.326489,Saturday,Rainy,1.7,35,Male,25,Female,Under Investigation
776,04-06-2022,17:31,Robbery,Highway,38.127215,-92.656956,Saturday,Foggy,10.7,16,Male,42,Male,Under Investigation
777,19-07-2023,15:13,Robbery,Highway,38.548834,-93.932932,Wednesday,Clear,30,49,Female,21,Male,Unsolved
778,24-07-2023,10:14,Vandalism,Industrial Zone,34.214627,-88.56674,Monday,Snowy,-2.6,52,Male,76,Female,Unsolved
779,12-12-2023,22:33,Robbery,Mall,37.624184,-92.73199,Tuesday,Snowy,1.8,44,Male,73,Male,Unsolved
780,11-01-2022,05:43,Drug Offense,Downtown,39.629417,-106.280363,Tuesday,Clear,27.1,28,Male,33,Female,Under Investigation
781,03-10-2022,04:05,Assault,Residential Area,38.029004,-108.929127,Monday,Foggy,30.6,37,Female,58,Male,Under Investigation
782,29-09-2022,14:23,Assault,Highway,39.875409,-116.059241,Thursday,Clear,1.7,33,Male,54,Female,Arrested
783,19-12-2022,05:58,Robbery,Highway,35.651698,-108.222351,Monday,Clear,30,56,Male,21,Male,Arrested
784,23-11-2023,02:42,Theft,Downtown,38.813967,-102.318906,Thursday,Snowy,19.5,42,Female,20,Male,Unsolved
785,08-02-2022,16:44,Robbery,Park,34.316802,-95.787129,Tuesday,Rainy,-3.1,48,Female,54,Female,Unsolved
786,20-06-2023,06:29,Vandalism,Residential Area,39.344992,-104.420188,Tuesday,Snowy,29.1,33,Female,29,Female,Arrested
787,12-04-2022,05:06,Homicide,Industrial Zone,39.966402,-95.582408,Tuesday,Clear,14.4,52,Male,15,Female,Unsolved
788,02-03-2022,06:36,Assault,Suburb,35.520423,-115.720517,Wednesday,Foggy,1.2,40,Female,21,Female,Unsolved
789,25-10-2022,13:17,Theft,Downtown,35.662363,-98.25239,Tuesday,Snowy,11.2,16,Female,33,Female,Unsolved
790,18-04-2023,09:44,Vandalism,Park,37.597239,-115.801321,Tuesday,Clear,34.6,57,Male,21,Female,Arrested
791,19-05-2023,20:33,Burglary,Mall,37.156195,-77.226611,Friday,Clear,-2.8,54,Female,66,Male,Under Investigation
792,03-05-2022,08:02,Homicide,Mall,34.882617,-117.533795,Tuesday,Cloudy,20.9,56,Female,77,Male,Under Investigation
793,18-05-2023,12:06,Burglary,Park,35.647249,-92.387405,Thursday,Rainy,8.4,38,Female,13,Female,Unsolved
794,22-02-2023,12:15,Burglary,Highway,38.702047,-107.655581,Wednesday,Rainy,9.7,37,Male,27,Female,Arrested
795,06-11-2023,22:10,Vandalism,Park,34.210372,-114.084376,Monday,Snowy,26.7,19,Female,23,Male,Arrested
796,28-07-2023,21:37,Fraud,Industrial Zone,38.579061,-93.564837,Friday,Snowy,29.6,55,Male,31,Male,Under Investigation
797,10-11-2022,16:15,Robbery,Park,35.591767,-104.618575,Thursday,Rainy,29.9,28,Male,68,Male,Arrested
798,30-08-2023,11:26,Robbery,Downtown,37.569908,-88.261313,Wednesday,Clear,24.5,21,Female,55,Female,Arrested
799,16-06-2023,07:10,Fraud,Residential Area,34.707718,-94.559844,Friday,Cloudy,33.4,23,Female,27,Male,Arrested
800,16-02-2022,03:32,Fraud,Highway,38.988944,-112.782649,Wednesday,Snowy,1.5,16,Male,33,Female,Arrested
801,09-11-2023,12:21,Assault,Mall,36.612586,-97.340084,Thursday,Cloudy,17.7,22,Male,67,Female,Unsolved
802,24-10-2023,10:51,Homicide,Mall,35.488426,-79.613517,Tuesday,Snowy,23.4,58,Female,53,Female,Under Investigation
803,21-06-2023,12:59,Homicide,Suburb,34.887611,-106.685891,Wednesday,Cloudy,9,24,Female,13,Female,Arrested
804,24-07-2022,08:47,Burglary,Mall,37.177102,-100.078268,Sunday,Foggy,19.9,37,Male,15,Male,Arrested
805,10-08-2023,01:05,Homicide,Park,38.052082,-105.707377,Thursday,Foggy,30.3,44,Male,23,Male,Under Investigation
806,12-11-2022,19:59,Vandalism,Industrial Zone,35.671478,-76.77376,Saturday,Clear,1.3,54,Female,22,Male,Unsolved
807,05-02-2023,00:00,Assault,Downtown,37.760059,-115.638901,Sunday,Clear,30.8,48,Female,56,Male,Unsolved
808,07-03-2022,02:38,Theft,Industrial Zone,34.545384,-115.314118,Monday,Cloudy,-4.8,20,Male,50,Male,Unsolved
809,24-09-2023,02:14,Burglary,Park,39.943237,-117.654108,Sunday,Snowy,18.3,42,Male,24,Female,Under Investigation
810,16-02-2023,00:05,Assault,Park,36.32097,-83.458007,Thursday,Foggy,14.1,18,Male,37,Male,Unsolved
811,16-12-2022,00:28,Burglary,Industrial Zone,37.141473,-77.655587,Friday,Clear,31.1,27,Female,63,Female,Arrested
812,18-04-2023,01:42,Robbery,Industrial Zone,39.560449,-76.927661,Tuesday,Cloudy,31.3,27,Female,26,Male,Unsolved
813,01-09-2023,10:57,Drug Offense,Park,36.655911,-102.847696,Friday,Clear,-4.7,54,Female,46,Male,Under Investigation
814,02-06-2023,05:47,Robbery,Industrial Zone,37.066121,-86.835201,Friday,Clear,25.9,21,Female,36,Male,Arrested
815,19-11-2023,06:10,Homicide,Mall,37.684903,-104.084356,Sunday,Foggy,31.2,55,Female,31,Female,Arrested
816,21-09-2023,08:05,Homicide,Suburb,39.397328,-78.652117,Thursday,Snowy,-4.9,37,Female,58,Female,Unsolved
817,26-02-2022,07:44,Drug Offense,Residential Area,37.24073,-75.170388,Saturday,Cloudy,-3.1,60,Female,51,Male,Arrested
818,21-07-2022,16:44,Homicide,Mall,36.491362,-87.008901,Thursday,Rainy,27.9,22,Male,16,Male,Under Investigation
819,04-02-2022,10:09,Burglary,Downtown,36.430389,-91.921297,Friday,Clear,-0.4,21,Female,42,Female,Under Investigation
820,24-09-2023,18:48,Vandalism,Downtown,36.272685,-99.989973,Sunday,Rainy,7.6,35,Male,78,Female,Arrested
821,08-01-2022,19:09,Fraud,Highway,37.675242,-109.644561,Saturday,Snowy,12.9,53,Female,36,Male,Arrested
822,22-10-2023,19:39,Theft,Suburb,37.398656,-116.703522,Sunday,Clear,5.9,50,Female,51,Male,Under Investigation
823,07-03-2022,02:32,Vandalism,Suburb,39.768594,-99.462661,Monday,Rainy,26,57,Male,32,Female,Arrested
824,19-01-2022,19:31,Vandalism,Mall,34.76331,-105.747976,Wednesday,Snowy,18.2,37,Female,27,Male,Under Investigation
825,31-12-2023,17:21,Theft,Residential Area,39.631598,-115.883203,Sunday,Foggy,17.7,42,Male,15,Male,Under Investigation
826,25-11-2022,01:05,Robbery,Park,36.902176,-102.437301,Friday,Cloudy,24.5,52,Female,40,Female,Arrested
827,26-06-2023,14:31,Fraud,Residential Area,37.996858,-112.593974,Monday,Snowy,29.1,53,Female,59,Male,Under Investigation
828,02-12-2022,21:39,Burglary,Downtown,35.459697,-100.204324,Friday,Rainy,32.8,29,Male,43,Female,Arrested
829,15-03-2023,21:42,Assault,Mall,38.280271,-95.758405,Wednesday,Snowy,14,23,Male,40,Female,Under Investigation
830,15-03-2022,00:55,Vandalism,Downtown,36.798812,-107.421563,Tuesday,Clear,-2.3,54,Male,74,Male,Unsolved
831,05-02-2023,05:57,Burglary,Park,34.908908,-99.436512,Sunday,Foggy,35,51,Female,34,Female,Under Investigation
832,01-06-2022,21:50,Drug Offense,Residential Area,37.424848,-90.603542,Wednesday,Foggy,-1.6,29,Male,52,Male,Unsolved
833,04-08-2023,22:06,Theft,Park,34.111284,-78.687565,Friday,Clear,7.8,28,Male,23,Female,Unsolved
834,15-07-2023,18:41,Burglary,Downtown,34.915558,-101.432689,Saturday,Cloudy,12.3,17,Female,30,Female,Under Investigation
835,07-05-2023,14:22,Vandalism,Residential Area,39.499731,-115.365008,Sunday,Snowy,5.1,24,Female,19,Male,Arrested
836,04-10-2022,01:05,Burglary,Mall,36.082998,-77.861895,Tuesday,Foggy,12.8,29,Female,58,Female,Under Investigation
837,21-11-2023,05:18,Burglary,Downtown,39.445836,-77.799883,Tuesday,Foggy,9.9,33,Female,78,Male,Under Investigation
838,27-06-2022,15:07,Theft,Downtown,39.62748,-81.061746,Monday,Snowy,7.2,44,Male,17,Male,Arrested
839,16-03-2023,10:39,Theft,Industrial Zone,39.843332,-88.511746,Thursday,Cloudy,27.7,56,Female,13,Male,Arrested
840,18-08-2022,00:56,Robbery,Residential Area,34.555591,-90.618354,Thursday,Rainy,31.7,37,Male,47,Male,Under Investigation
841,12-07-2022,05:59,Burglary,Park,37.683862,-97.45726,Tuesday,Clear,15.7,19,Female,79,Female,Under Investigation
842,18-03-2023,17:46,Homicide,Suburb,35.911931,-99.107093,Saturday,Rainy,4,21,Male,76,Female,Unsolved
843,08-07-2022,01:03,Robbery,Suburb,37.449275,-98.423902,Friday,Cloudy,16.9,26,Male,72,Male,Under Investigation
844,12-01-2022,13:35,Assault,Downtown,38.822079,-88.044314,Wednesday,Snowy,12.2,56,Female,69,Male,Under Investigation
845,19-02-2023,09:49,Robbery,Suburb,36.169802,-90.334387,Sunday,Snowy,2.3,45,Female,50,Female,Arrested
846,08-11-2023,09:48,Robbery,Industrial Zone,38.284864,-87.877239,Wednesday,Snowy,1.5,36,Female,65,Male,Unsolved
847,21-05-2023,17:13,Assault,Residential Area,38.171139,-89.567933,Sunday,Foggy,17.9,32,Male,31,Female,Arrested
848,03-04-2023,11:28,Burglary,Mall,38.688716,-115.515683,Monday,Foggy,29.4,34,Male,32,Male,Unsolved
849,29-01-2023,07:08,Robbery,Downtown,39.644587,-86.121918,Sunday,Rainy,23.3,28,Female,75,Male,Arrested
850,16-08-2023,11:31,Robbery,Downtown,36.998143,-100.707502,Wednesday,Foggy,31.7,32,Male,41,Male,Unsolved
851,14-11-2022,20:33,Assault,Residential Area,36.698132,-79.199069,Monday,Rainy,34.1,18,Female,64,Male,Arrested
852,27-12-2023,19:11,Vandalism,Mall,38.055172,-78.769462,Wednesday,Snowy,-3.4,45,Female,70,Female,Unsolved
853,29-09-2022,10:03,Assault,Residential Area,37.661093,-99.883957,Thursday,Snowy,13.9,42,Female,60,Male,Unsolved
854,19-12-2023,06:30,Homicide,Downtown,35.17976,-107.996116,Tuesday,Clear,29.9,58,Male,57,Female,Unsolved
855,14-06-2022,01:25,Drug Offense,Highway,37.525814,-81.825947,Tuesday,Cloudy,23,45,Male,48,Male,Unsolved
856,08-09-2023,05:52,Vandalism,Park,38.023812,-84.160641,Friday,Foggy,24.1,51,Male,72,Male,Unsolved
857,03-10-2023,12:15,Fraud,Residential Area,35.030482,-117.613137,Tuesday,Clear,22.7,60,Female,29,Male,Unsolved
858,15-12-2022,02:16,Fraud,Mall,34.852681,-102.075981,Thursday,Snowy,10,22,Male,53,Male,Unsolved
859,07-08-2023,18:10,Vandalism,Highway,34.555454,-96.977728,Monday,Foggy,29.3,58,Female,67,Female,Unsolved
860,04-04-2022,10:08,Theft,Park,35.801138,-107.216566,Monday,Foggy,-1.7,46,Female,32,Male,Unsolved
861,10-03-2022,22:41,Assault,Residential Area,39.08806,-112.237343,Thursday,Foggy,22.7,44,Female,49,Female,Unsolved
862,06-01-2023,13:54,Robbery,Residential Area,34.677278,-83.050534,Friday,Snowy,-1.5,30,Female,24,Female,Arrested
863,28-03-2022,07:07,Fraud,Park,36.378297,-103.209444,Monday,Clear,-3.9,52,Male,46,Female,Arrested
864,23-08-2022,20:54,Robbery,Industrial Zone,39.976989,-92.719536,Tuesday,Foggy,6.3,40,Male,42,Male,Under Investigation
865,24-09-2022,12:33,Theft,Suburb,38.2481,-87.736104,Saturday,Snowy,5.7,59,Male,70,Female,Unsolved
866,29-11-2022,21:40,Vandalism,Residential Area,38.563273,-93.11308,Tuesday,Snowy,26.1,47,Male,45,Female,Arrested
